manufacturer_name,model_name,transmission,body_type,production_year,number_of_seat,odometer_value,color_body,engine_fuel,engine_type,engine_capacity,drivetrain,price,url
Mercedes-Benz,c-class,Số tự động,Sedan,2006,5,174468,Đen,Xăng,,,,210000000,http://oto.com.vn/mua-ban-xe-mercedes-benz-c-class-ha-noi/xe-mercedes-c180-san-xuat-nam-2006-aidxc2466647
Toyota,innova,Số tay,MPV,2015,7,170000,,Xăng,,,,490000000,http://oto.com.vn/mua-ban-xe-toyota-innova-ha-noi/ban-gap-e-nam-2015-gia-tot-lh-0912121091-aidxc2500671
Toyota,fortuner,Số tự động,SUV,2019,7,7000,Xám (ghi),Diesel,,,RFD - Dẫn động cầu sau,1030000000,http://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/ban-24at-2019-so-tu-dong-may-dau-mau-xam-gia-re-aidxc2499881
Ford,ranger,Số tự động,Pick-up Truck,2017,5,55000,Màu khác,Diesel,,,4WD - Dẫn động 4 bánh,790000000,http://oto.com.vn/mua-ban-xe-ford-ranger-bac-ninh/ban-wildtrak-32-doi-2017-mau-cam-nhap-khau-aidxc2466798
Toyota,camry,Số tự động,Sedan,2018,5,31000,Nâu,Xăng,,,,880000000,http://oto.com.vn/mua-ban-xe-toyota-camry-dong-nai/can-ban-2018-mau-nau-aidxc2501442
Mercedes-Benz,c-class,Số tự động,Sedan,2006,5,174468,Đen,Xăng,,,,210000000,http://oto.com.vn/mua-ban-xe-mercedes-benz-c-class-ha-noi/xe-mercedes-c180-san-xuat-nam-2006-aidxc2466647
Toyota,vios,Số tay,Sedan,2015,5,62000,Xám (ghi),Xăng,,,FWD - Dẫn động cầu trước,370000000,http://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/can-ban-xe-san-xuat-2015-aidxc2501439
Kia,morning,Số tự động,Hatchback,2019,5,9612,Đỏ,Xăng,,,4WD - Dẫn động 4 bánh,370000000,http://oto.com.vn/mua-ban-xe-kia-morning-ha-noi/can-ban-gap-nam-2019-mau-do-gia-tot-aidxc2501441
Toyota,innova,Số tay,MPV,2015,7,170000,,Xăng,,,,490000000,http://oto.com.vn/mua-ban-xe-toyota-innova-ha-noi/ban-gap-e-nam-2015-gia-tot-lh-0912121091-aidxc2500671
Toyota,vios,Số tự động,Sedan,2017,5,,Bạc,Xăng,,,,470000000,http://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/ban-san-xuat-2017-mau-bac-xe-nhap-so-tu-dong-470tr-aidxc2501406
Kia,morning,Số tự động,Hatchback,2008,5,,Xám (ghi),Xăng,,,,200000000,http://oto.com.vn/mua-ban-xe-kia-morning-ha-noi/ban-xe-doi-2008-xe-nhap-gia-canh-tranh-aidxc2501127
Kia,morning,Số tự động,Hatchback,2019,5,9612,Đỏ,Xăng,,,4WD - Dẫn động 4 bánh,370000000,http://oto.com.vn/mua-ban-xe-kia-morning-ha-noi/can-ban-gap-nam-2019-mau-do-gia-tot-aidxc2501441
Mercedes-Benz,c-class,Số tự động,Sedan,2006,5,174468,Đen,Xăng,,,,210000000,http://oto.com.vn/mua-ban-xe-mercedes-benz-c-class-ha-noi/xe-mercedes-c180-san-xuat-nam-2006-aidxc2466647
Toyota,camry,Số tự động,Sedan,2016,5,36000,Đen,Xăng,,,FWD - Dẫn động cầu trước,980000000,http://oto.com.vn/mua-ban-xe-toyota-camry-hcm/ban-25q-2016-mau-den-vip-xe-su-dung-ky-con-qua-moi-aid2418331
Mazda,3,Số tự động,Hatchback,2016,5,35000,Đỏ,Xăng,,1496,FWD - Dẫn động cầu trước,550000000,http://oto.com.vn/mua-ban-xe-mazda-3-hcm/ban-15at-hatchback-2016-mau-do-gia-chi-550-trieu-aidxc2499910
Toyota,vios,Số tự động,Sedan,2017,5,,Bạc,Xăng,,,,470000000,http://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/ban-san-xuat-2017-mau-bac-xe-nhap-so-tu-dong-470tr-aidxc2501406
Kia,morning,Số tự động,Hatchback,2019,5,9612,Đỏ,Xăng,,,4WD - Dẫn động 4 bánh,370000000,http://oto.com.vn/mua-ban-xe-kia-morning-ha-noi/can-ban-gap-nam-2019-mau-do-gia-tot-aidxc2501441
Toyota,vios,Số tự động,Sedan,2017,5,,Bạc,Xăng,,,,470000000,http://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/ban-san-xuat-2017-mau-bac-xe-nhap-so-tu-dong-470tr-aidxc2501406
Rolls-Royce,phantom,Số tự động,Sedan,2011,4,30000,Đen,Xăng,,,AWD - 4 bánh toàn thời gian,1.79e+10,http://oto.com.vn/mua-ban-xe-rolls-royce-phantom-ha-noi/ewb-ban-gioi-han-ky-niem-100-nam-thanh-lap-aid2373434
Toyota,innova,Số tay,MPV,2015,7,170000,,Xăng,,,,490000000,http://oto.com.vn/mua-ban-xe-toyota-innova-ha-noi/ban-gap-e-nam-2015-gia-tot-lh-0912121091-aidxc2500671
Toyota,fortuner,Số tay,SUV,2017,7,55000,Nâu,Diesel,,,RFD - Dẫn động cầu sau,885000000,http://oto.com.vn/mua-ban-xe-toyota-fortuner-binh-duong/ban-25-g-2017-mau-nau-xe-nhap-aidxc2499820
Toyota,fortuner,Số tự động,SUV,2019,7,7000,Xám (ghi),Diesel,,,RFD - Dẫn động cầu sau,1030000000,http://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/ban-24at-2019-so-tu-dong-may-dau-mau-xam-gia-re-aidxc2499881
Toyota,camry,Số tự động,Sedan,2016,5,36000,Đen,Xăng,,,FWD - Dẫn động cầu trước,980000000,http://oto.com.vn/mua-ban-xe-toyota-camry-hcm/ban-25q-2016-mau-den-vip-xe-su-dung-ky-con-qua-moi-aid2418331
Mazda,3,Số tự động,Hatchback,2016,5,35000,Đỏ,Xăng,,1496,FWD - Dẫn động cầu trước,550000000,http://oto.com.vn/mua-ban-xe-mazda-3-hcm/ban-15at-hatchback-2016-mau-do-gia-chi-550-trieu-aidxc2499910
Mazda,3,Số tự động,Hatchback,2016,5,35000,Đỏ,Xăng,,1496,FWD - Dẫn động cầu trước,550000000,http://oto.com.vn/mua-ban-xe-mazda-3-hcm/ban-15at-hatchback-2016-mau-do-gia-chi-550-trieu-aidxc2499910
Mercedes-Benz,c-class,Số tự động,Sedan,2006,5,174468,Đen,Xăng,,,,210000000,http://oto.com.vn/mua-ban-xe-mercedes-benz-c-class-ha-noi/xe-mercedes-c180-san-xuat-nam-2006-aidxc2466647
Toyota,innova,Số tay,MPV,2015,7,170000,,Xăng,,,,490000000,http://oto.com.vn/mua-ban-xe-toyota-innova-ha-noi/ban-gap-e-nam-2015-gia-tot-lh-0912121091-aidxc2500671
Toyota,camry,Số tự động,Sedan,2018,5,31000,Nâu,Xăng,,,,880000000,http://oto.com.vn/mua-ban-xe-toyota-camry-dong-nai/can-ban-2018-mau-nau-aidxc2501442
Ford,ranger,Số tự động,Pick-up Truck,2017,5,55000,Màu khác,Diesel,,,4WD - Dẫn động 4 bánh,790000000,http://oto.com.vn/mua-ban-xe-ford-ranger-bac-ninh/ban-wildtrak-32-doi-2017-mau-cam-nhap-khau-aidxc2466798
Toyota,camry,Số tự động,Sedan,2016,5,36000,Đen,Xăng,,,FWD - Dẫn động cầu trước,980000000,http://oto.com.vn/mua-ban-xe-toyota-camry-hcm/ban-25q-2016-mau-den-vip-xe-su-dung-ky-con-qua-moi-aid2418331
Toyota,innova,Số tay,MPV,2015,7,170000,,Xăng,,,,490000000,http://oto.com.vn/mua-ban-xe-toyota-innova-ha-noi/ban-gap-e-nam-2015-gia-tot-lh-0912121091-aidxc2500671
Toyota,camry,Số tự động,Sedan,2018,5,31000,Nâu,Xăng,,,,880000000,http://oto.com.vn/mua-ban-xe-toyota-camry-dong-nai/can-ban-2018-mau-nau-aidxc2501442
Ford,ranger,Số tự động,Pick-up Truck,2017,5,55000,Màu khác,Diesel,,,4WD - Dẫn động 4 bánh,790000000,http://oto.com.vn/mua-ban-xe-ford-ranger-bac-ninh/ban-wildtrak-32-doi-2017-mau-cam-nhap-khau-aidxc2466798
Toyota,innova,Số tay,MPV,2015,7,170000,,Xăng,,,,490000000,http://oto.com.vn/mua-ban-xe-toyota-innova-ha-noi/ban-gap-e-nam-2015-gia-tot-lh-0912121091-aidxc2500671
Toyota,camry,Số tự động,Sedan,2007,5,150000,Đen,Xăng,,,FWD - Dẫn động cầu trước,432000000,http://oto.com.vn/mua-ban-xe-toyota-camry-ba-ria-vung-tau/ban-gap-24g-2007-mau-den-aidxc2466694
Kia,cerato,Số tự động,Sedan,2010,5,108000,Đen,Xăng,,,FWD - Dẫn động cầu trước,380000000,http://oto.com.vn/mua-ban-xe-kia-cerato-ha-noi/can-ban-xe-16at-doi-2011-mau-den-nhap-khau-380-trieu-aidxc2500037
Hyundai,accent,Số tay,Sedan,2018,5,11000,Vàng,Xăng,,,FWD - Dẫn động cầu trước,476000000,http://oto.com.vn/mua-ban-xe-hyundai-accent-hcm/full-14mt-2018-tra-gop-70-aidxc2499921
Rolls-Royce,phantom,Số tự động,Sedan,2011,4,30000,Đen,Xăng,,,AWD - 4 bánh toàn thời gian,1.79e+10,http://oto.com.vn/mua-ban-xe-rolls-royce-phantom-ha-noi/ewb-ban-gioi-han-ky-niem-100-nam-thanh-lap-aid2373434
Toyota,camry,Số tự động,Sedan,2007,5,150000,Đen,Xăng,,,FWD - Dẫn động cầu trước,432000000,http://oto.com.vn/mua-ban-xe-toyota-camry-ba-ria-vung-tau/ban-gap-24g-2007-mau-den-aidxc2466694
Toyota,fortuner,Số tự động,SUV,2019,7,7000,Xám (ghi),Diesel,,,RFD - Dẫn động cầu sau,1030000000,http://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/ban-24at-2019-so-tu-dong-may-dau-mau-xam-gia-re-aidxc2499881
Toyota,vios,Số tự động,Sedan,2017,5,,Bạc,Xăng,,,,470000000,http://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/ban-san-xuat-2017-mau-bac-xe-nhap-so-tu-dong-470tr-aidxc2501406
Kia,cerato,Số tự động,Sedan,2010,5,108000,Đen,Xăng,,,FWD - Dẫn động cầu trước,380000000,http://oto.com.vn/mua-ban-xe-kia-cerato-ha-noi/can-ban-xe-16at-doi-2011-mau-den-nhap-khau-380-trieu-aidxc2500037
Toyota,vios,Số tay,Sedan,2010,5,98500,Bạc,Xăng,,,FWD - Dẫn động cầu trước,300000000,http://oto.com.vn/mua-ban-xe-toyota-vios-phu-tho/can-ban-xe-e-doi-2010-mau-bac-aidxc2485031
Toyota,vios,Số tự động,Sedan,2017,5,,Bạc,Xăng,,,,470000000,http://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/ban-san-xuat-2017-mau-bac-xe-nhap-so-tu-dong-470tr-aidxc2501406
Mazda,3,Số tự động,Hatchback,2016,5,35000,Đỏ,Xăng,,1496,FWD - Dẫn động cầu trước,550000000,http://oto.com.vn/mua-ban-xe-mazda-3-hcm/ban-15at-hatchback-2016-mau-do-gia-chi-550-trieu-aidxc2499910
Toyota,camry,Số tự động,Sedan,2007,5,150000,Đen,Xăng,,,FWD - Dẫn động cầu trước,432000000,http://oto.com.vn/mua-ban-xe-toyota-camry-ba-ria-vung-tau/ban-gap-24g-2007-mau-den-aidxc2466694
Hyundai,accent,Số tay,Sedan,2018,5,11000,Vàng,Xăng,,,FWD - Dẫn động cầu trước,476000000,http://oto.com.vn/mua-ban-xe-hyundai-accent-hcm/full-14mt-2018-tra-gop-70-aidxc2499921
Toyota,vios,Số tay,Sedan,2015,5,62000,Xám (ghi),Xăng,,,FWD - Dẫn động cầu trước,370000000,http://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/can-ban-xe-san-xuat-2015-aidxc2501439
Toyota,vios,Số tay,Sedan,2010,5,98500,Bạc,Xăng,,,FWD - Dẫn động cầu trước,300000000,http://oto.com.vn/mua-ban-xe-toyota-vios-phu-tho/can-ban-xe-e-doi-2010-mau-bac-aidxc2485031
Kia,morning,Số tự động,Hatchback,2008,5,,Xám (ghi),Xăng,,,,200000000,http://oto.com.vn/mua-ban-xe-kia-morning-ha-noi/ban-xe-doi-2008-xe-nhap-gia-canh-tranh-aidxc2501127
Ford,ranger,Số tự động,Pick-up Truck,2017,5,55000,Màu khác,Diesel,,,4WD - Dẫn động 4 bánh,790000000,http://oto.com.vn/mua-ban-xe-ford-ranger-bac-ninh/ban-wildtrak-32-doi-2017-mau-cam-nhap-khau-aidxc2466798
Toyota,innova,Số tay,MPV,2015,7,170000,,Xăng,,,,490000000,http://oto.com.vn/mua-ban-xe-toyota-innova-ha-noi/ban-gap-e-nam-2015-gia-tot-lh-0912121091-aidxc2500671
Toyota,vios,Số tay,Sedan,2015,5,62000,Xám (ghi),Xăng,,,FWD - Dẫn động cầu trước,370000000,http://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/can-ban-xe-san-xuat-2015-aidxc2501439
Mazda,3,Số tự động,Hatchback,2016,5,35000,Đỏ,Xăng,,1496,FWD - Dẫn động cầu trước,550000000,http://oto.com.vn/mua-ban-xe-mazda-3-hcm/ban-15at-hatchback-2016-mau-do-gia-chi-550-trieu-aidxc2499910
Mitsubishi,jolie,,SUV,2003,7,,Xám (ghi),Xăng,,,,90000000,http://oto.com.vn/mua-ban-xe-mitsubishi-jolie-hcm/can-ban-xe-cu-nam-san-xuat-2003-gia-90tr-aidxc2501126
Toyota,vios,Số tay,Sedan,2010,5,98500,Bạc,Xăng,,,FWD - Dẫn động cầu trước,300000000,http://oto.com.vn/mua-ban-xe-toyota-vios-phu-tho/can-ban-xe-e-doi-2010-mau-bac-aidxc2485031
Toyota,vios,Số tay,Sedan,2015,5,62000,Xám (ghi),Xăng,,,FWD - Dẫn động cầu trước,370000000,http://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/can-ban-xe-san-xuat-2015-aidxc2501439
Kia,morning,Số tự động,Hatchback,2008,5,,Xám (ghi),Xăng,,,,200000000,http://oto.com.vn/mua-ban-xe-kia-morning-ha-noi/ban-xe-doi-2008-xe-nhap-gia-canh-tranh-aidxc2501127
Toyota,vios,Số tự động,Sedan,2017,5,,Bạc,Xăng,,,,470000000,http://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/ban-san-xuat-2017-mau-bac-xe-nhap-so-tu-dong-470tr-aidxc2501406
Toyota,camry,Số tự động,Sedan,2016,5,36000,Đen,Xăng,,,FWD - Dẫn động cầu trước,980000000,http://oto.com.vn/mua-ban-xe-toyota-camry-hcm/ban-25q-2016-mau-den-vip-xe-su-dung-ky-con-qua-moi-aid2418331
Toyota,fortuner,Số tay,SUV,2017,7,55000,Nâu,Diesel,,,RFD - Dẫn động cầu sau,885000000,http://oto.com.vn/mua-ban-xe-toyota-fortuner-binh-duong/ban-25-g-2017-mau-nau-xe-nhap-aidxc2499820
Toyota,vios,Số tay,Sedan,2015,5,62000,Xám (ghi),Xăng,,,FWD - Dẫn động cầu trước,370000000,http://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/can-ban-xe-san-xuat-2015-aidxc2501439
Mitsubishi,jolie,,SUV,2003,7,,Xám (ghi),Xăng,,,,90000000,http://oto.com.vn/mua-ban-xe-mitsubishi-jolie-hcm/can-ban-xe-cu-nam-san-xuat-2003-gia-90tr-aidxc2501126
Toyota,vios,Số tự động,Sedan,2017,5,,Bạc,Xăng,,,,470000000,http://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/ban-san-xuat-2017-mau-bac-xe-nhap-so-tu-dong-470tr-aidxc2501406
Mazda,3,Số tự động,Hatchback,2016,5,35000,Đỏ,Xăng,,1496,FWD - Dẫn động cầu trước,550000000,http://oto.com.vn/mua-ban-xe-mazda-3-hcm/ban-15at-hatchback-2016-mau-do-gia-chi-550-trieu-aidxc2499910
Rolls-Royce,phantom,Số tự động,Sedan,2011,4,30000,Đen,Xăng,,,AWD - 4 bánh toàn thời gian,1.79e+10,http://oto.com.vn/mua-ban-xe-rolls-royce-phantom-ha-noi/ewb-ban-gioi-han-ky-niem-100-nam-thanh-lap-aid2373434
Toyota,camry,Số tự động,Sedan,2016,5,36000,Đen,Xăng,,,FWD - Dẫn động cầu trước,980000000,http://oto.com.vn/mua-ban-xe-toyota-camry-hcm/ban-25q-2016-mau-den-vip-xe-su-dung-ky-con-qua-moi-aid2418331
Toyota,camry,Số tự động,Sedan,2007,5,150000,Đen,Xăng,,,FWD - Dẫn động cầu trước,432000000,http://oto.com.vn/mua-ban-xe-toyota-camry-ba-ria-vung-tau/ban-gap-24g-2007-mau-den-aidxc2466694
Ford,ranger,Số tự động,Pick-up Truck,2017,5,55000,Màu khác,Diesel,,,4WD - Dẫn động 4 bánh,790000000,http://oto.com.vn/mua-ban-xe-ford-ranger-bac-ninh/ban-wildtrak-32-doi-2017-mau-cam-nhap-khau-aidxc2466798
Toyota,camry,Số tự động,Sedan,2018,5,31000,Nâu,Xăng,,,,880000000,http://oto.com.vn/mua-ban-xe-toyota-camry-dong-nai/can-ban-2018-mau-nau-aidxc2501442
Rolls-Royce,phantom,Số tự động,Sedan,2011,4,30000,Đen,Xăng,,,AWD - 4 bánh toàn thời gian,1.79e+10,http://oto.com.vn/mua-ban-xe-rolls-royce-phantom-ha-noi/ewb-ban-gioi-han-ky-niem-100-nam-thanh-lap-aid2373434
Kia,cerato,Số tự động,Sedan,2010,5,108000,Đen,Xăng,,,FWD - Dẫn động cầu trước,380000000,http://oto.com.vn/mua-ban-xe-kia-cerato-ha-noi/can-ban-xe-16at-doi-2011-mau-den-nhap-khau-380-trieu-aidxc2500037
Toyota,vios,Số tay,Sedan,2015,5,62000,Xám (ghi),Xăng,,,FWD - Dẫn động cầu trước,370000000,http://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/can-ban-xe-san-xuat-2015-aidxc2501439
Mazda,3,Số tự động,Hatchback,2016,5,35000,Đỏ,Xăng,,1496,FWD - Dẫn động cầu trước,550000000,http://oto.com.vn/mua-ban-xe-mazda-3-hcm/ban-15at-hatchback-2016-mau-do-gia-chi-550-trieu-aidxc2499910
Kia,morning,Số tự động,Hatchback,2019,5,9612,Đỏ,Xăng,,,4WD - Dẫn động 4 bánh,370000000,http://oto.com.vn/mua-ban-xe-kia-morning-ha-noi/can-ban-gap-nam-2019-mau-do-gia-tot-aidxc2501441
Kia,morning,Số tự động,Hatchback,2008,5,,Xám (ghi),Xăng,,,,200000000,http://oto.com.vn/mua-ban-xe-kia-morning-ha-noi/ban-xe-doi-2008-xe-nhap-gia-canh-tranh-aidxc2501127
Mazda,3,Số tự động,Hatchback,2016,5,35000,Đỏ,Xăng,,1496,FWD - Dẫn động cầu trước,550000000,http://oto.com.vn/mua-ban-xe-mazda-3-hcm/ban-15at-hatchback-2016-mau-do-gia-chi-550-trieu-aidxc2499910
Hyundai,accent,Số tay,Sedan,2018,5,11000,Vàng,Xăng,,,FWD - Dẫn động cầu trước,476000000,http://oto.com.vn/mua-ban-xe-hyundai-accent-hcm/full-14mt-2018-tra-gop-70-aidxc2499921
Kia,morning,Số tự động,Hatchback,2008,5,,Xám (ghi),Xăng,,,,200000000,http://oto.com.vn/mua-ban-xe-kia-morning-ha-noi/ban-xe-doi-2008-xe-nhap-gia-canh-tranh-aidxc2501127
Toyota,vios,Số tay,Sedan,2015,5,62000,Xám (ghi),Xăng,,,FWD - Dẫn động cầu trước,370000000,http://oto.com.vn/mua-ban-xe-toyota-vios-ha-noi/can-ban-xe-san-xuat-2015-aidxc2501439
Toyota,innova,Số tay,MPV,2015,7,170000,,Xăng,,,,490000000,http://oto.com.vn/mua-ban-xe-toyota-innova-ha-noi/ban-gap-e-nam-2015-gia-tot-lh-0912121091-aidxc2500671
Kia,morning,Số tự động,Hatchback,2019,5,9612,Đỏ,Xăng,,,4WD - Dẫn động 4 bánh,370000000,http://oto.com.vn/mua-ban-xe-kia-morning-ha-noi/can-ban-gap-nam-2019-mau-do-gia-tot-aidxc2501441
Rolls-Royce,phantom,Số tự động,Sedan,2011,4,30000,Đen,Xăng,,,AWD - 4 bánh toàn thời gian,1.79e+10,http://oto.com.vn/mua-ban-xe-rolls-royce-phantom-ha-noi/ewb-ban-gioi-han-ky-niem-100-nam-thanh-lap-aid2373434
Kia,cerato,Số tự động,Sedan,2010,5,108000,Đen,Xăng,,,FWD - Dẫn động cầu trước,380000000,http://oto.com.vn/mua-ban-xe-kia-cerato-ha-noi/can-ban-xe-16at-doi-2011-mau-den-nhap-khau-380-trieu-aidxc2500037
Kia,morning,Số tự động,Hatchback,2008,5,,Xám (ghi),Xăng,,,,200000000,http://oto.com.vn/mua-ban-xe-kia-morning-ha-noi/ban-xe-doi-2008-xe-nhap-gia-canh-tranh-aidxc2501127
Kia,morning,Số tự động,Hatchback,2008,5,,Xám (ghi),Xăng,,,,200000000,http://oto.com.vn/mua-ban-xe-kia-morning-ha-noi/ban-xe-doi-2008-xe-nhap-gia-canh-tranh-aidxc2501127
Toyota,camry,Số tự động,Sedan,2007,5,150000,Đen,Xăng,,,FWD - Dẫn động cầu trước,432000000,http://oto.com.vn/mua-ban-xe-toyota-camry-ba-ria-vung-tau/ban-gap-24g-2007-mau-den-aidxc2466694
Mitsubishi,jolie,,SUV,2003,7,,Xám (ghi),Xăng,,,,90000000,http://oto.com.vn/mua-ban-xe-mitsubishi-jolie-hcm/can-ban-xe-cu-nam-san-xuat-2003-gia-90tr-aidxc2501126
Toyota,fortuner,Số tự động,SUV,2019,7,7000,Xám (ghi),Diesel,,,RFD - Dẫn động cầu sau,1030000000,http://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/ban-24at-2019-so-tu-dong-may-dau-mau-xam-gia-re-aidxc2499881
Toyota,camry,Số tự động,Sedan,2016,5,36000,Đen,Xăng,,,FWD - Dẫn động cầu trước,980000000,http://oto.com.vn/mua-ban-xe-toyota-camry-hcm/ban-25q-2016-mau-den-vip-xe-su-dung-ky-con-qua-moi-aid2418331
Toyota,innova,Số tay,MPV,2015,7,170000,,Xăng,,,,490000000,http://oto.com.vn/mua-ban-xe-toyota-innova-ha-noi/ban-gap-e-nam-2015-gia-tot-lh-0912121091-aidxc2500671
Toyota,fortuner,Số tự động,SUV,2019,7,7000,Xám (ghi),Diesel,,,RFD - Dẫn động cầu sau,1030000000,http://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/ban-24at-2019-so-tu-dong-may-dau-mau-xam-gia-re-aidxc2499881
Hyundai,accent,Số tay,Sedan,2018,5,11000,Vàng,Xăng,,,FWD - Dẫn động cầu trước,476000000,http://oto.com.vn/mua-ban-xe-hyundai-accent-hcm/full-14mt-2018-tra-gop-70-aidxc2499921
Kia,morning,Số tự động,Hatchback,2019,5,9612,Đỏ,Xăng,,,4WD - Dẫn động 4 bánh,370000000,http://oto.com.vn/mua-ban-xe-kia-morning-ha-noi/can-ban-gap-nam-2019-mau-do-gia-tot-aidxc2501441
Mercedes-Benz,c-class,Số tự động,Sedan,2006,5,174468,Đen,Xăng,,,,210000000,http://oto.com.vn/mua-ban-xe-mercedes-benz-c-class-ha-noi/xe-mercedes-c180-san-xuat-nam-2006-aidxc2466647
Kia,cerato,Số tự động,Sedan,2010,5,108000,Đen,Xăng,,,FWD - Dẫn động cầu trước,380000000,http://oto.com.vn/mua-ban-xe-kia-cerato-ha-noi/can-ban-xe-16at-doi-2011-mau-den-nhap-khau-380-trieu-aidxc2500037
Kia,morning,Số tự động,Hatchback,2019,5,9612,Đỏ,Xăng,,,4WD - Dẫn động 4 bánh,370000000,http://oto.com.vn/mua-ban-xe-kia-morning-ha-noi/can-ban-gap-nam-2019-mau-do-gia-tot-aidxc2501441
Toyota,innova,Số tay,MPV,2015,7,170000,,Xăng,,,,490000000,http://oto.com.vn/mua-ban-xe-toyota-innova-ha-noi/ban-gap-e-nam-2015-gia-tot-lh-0912121091-aidxc2500671
Kia,cerato,Số tự động,Sedan,2010,5,108000,Đen,Xăng,,,FWD - Dẫn động cầu trước,380000000,http://oto.com.vn/mua-ban-xe-kia-cerato-ha-noi/can-ban-xe-16at-doi-2011-mau-den-nhap-khau-380-trieu-aidxc2500037
Kia,morning,Số tự động,Hatchback,2019,5,9612,Đỏ,Xăng,,,4WD - Dẫn động 4 bánh,370000000,http://oto.com.vn/mua-ban-xe-kia-morning-ha-noi/can-ban-gap-nam-2019-mau-do-gia-tot-aidxc2501441
Toyota,camry,Số tự động,Sedan,2016,5,36000,Đen,Xăng,,,FWD - Dẫn động cầu trước,980000000,http://oto.com.vn/mua-ban-xe-toyota-camry-hcm/ban-25q-2016-mau-den-vip-xe-su-dung-ky-con-qua-moi-aid2418331
Toyota,camry,Số tự động,Sedan,2007,5,150000,Đen,Xăng,,,FWD - Dẫn động cầu trước,432000000,http://oto.com.vn/mua-ban-xe-toyota-camry-ba-ria-vung-tau/ban-gap-24g-2007-mau-den-aidxc2466694
Ford,ranger,Số tự động,Pick-up Truck,2017,5,55000,Màu khác,Diesel,,,4WD - Dẫn động 4 bánh,790000000,http://oto.com.vn/mua-ban-xe-ford-ranger-bac-ninh/ban-wildtrak-32-doi-2017-mau-cam-nhap-khau-aidxc2466798
Kia,cerato,Số tự động,Sedan,2010,5,108000,Đen,Xăng,,,FWD - Dẫn động cầu trước,380000000,http://oto.com.vn/mua-ban-xe-kia-cerato-ha-noi/can-ban-xe-16at-doi-2011-mau-den-nhap-khau-380-trieu-aidxc2500037
Hyundai,accent,Số tay,Sedan,2018,5,11000,Vàng,Xăng,,,FWD - Dẫn động cầu trước,476000000,http://oto.com.vn/mua-ban-xe-hyundai-accent-hcm/full-14mt-2018-tra-gop-70-aidxc2499921
Toyota,fortuner,Số tự động,SUV,2019,7,7000,Xám (ghi),Diesel,,,RFD - Dẫn động cầu sau,1030000000,http://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/ban-24at-2019-so-tu-dong-may-dau-mau-xam-gia-re-aidxc2499881
Ford,ranger,Số tự động,Pick-up Truck,2017,5,55000,Màu khác,Diesel,,,4WD - Dẫn động 4 bánh,790000000,http://oto.com.vn/mua-ban-xe-ford-ranger-bac-ninh/ban-wildtrak-32-doi-2017-mau-cam-nhap-khau-aidxc2466798
Rolls-Royce,phantom,Số tự động,Sedan,2011,4,30000,Đen,Xăng,,,AWD - 4 bánh toàn thời gian,1.79e+10,http://oto.com.vn/mua-ban-xe-rolls-royce-phantom-ha-noi/ewb-ban-gioi-han-ky-niem-100-nam-thanh-lap-aid2373434
Toyota,fortuner,Số tay,SUV,2017,7,55000,Nâu,Diesel,,,RFD - Dẫn động cầu sau,885000000,http://oto.com.vn/mua-ban-xe-toyota-fortuner-binh-duong/ban-25-g-2017-mau-nau-xe-nhap-aidxc2499820
Kia,morning,Số tự động,Hatchback,2019,5,9612,Đỏ,Xăng,,,4WD - Dẫn động 4 bánh,370000000,http://oto.com.vn/mua-ban-xe-kia-morning-ha-noi/can-ban-gap-nam-2019-mau-do-gia-tot-aidxc2501441
Mazda,3,Số tự động,Hatchback,2016,5,35000,Đỏ,Xăng,,1496,FWD - Dẫn động cầu trước,550000000,http://oto.com.vn/mua-ban-xe-mazda-3-hcm/ban-15at-hatchback-2016-mau-do-gia-chi-550-trieu-aidxc2499910
Mitsubishi,jolie,,SUV,2003,7,,Xám (ghi),Xăng,,,,90000000,http://oto.com.vn/mua-ban-xe-mitsubishi-jolie-hcm/can-ban-xe-cu-nam-san-xuat-2003-gia-90tr-aidxc2501126
Kia,morning,Số tự động,Hatchback,2008,5,,Xám (ghi),Xăng,,,,200000000,http://oto.com.vn/mua-ban-xe-kia-morning-ha-noi/ban-xe-doi-2008-xe-nhap-gia-canh-tranh-aidxc2501127
